TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,ICB Industry,ICB Super-Sector Name,Start Date,Country of Incorporation,Trading Currency,Security Mkt Cap (in �m),LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
MDO,MANDARIN ORIENTAL INTERNATIONAL LD,ORD US$0.05(SING REG),BMG578481068,SHRS,Consumer Discretionary,Travel and Leisure,27/09/2004,Bermuda,USD,,MAIN MARKET,Standard Shares,SSX4,SXSN
MDOB,MANDARIN ORIENTAL INTERNATIONAL LD,ORD US$0.05(BERMUDA REGD),BMG578481068,SHRS,Consumer Discretionary,Travel and Leisure,03/11/2004,Bermuda,USD,"�1,983.74",MAIN MARKET,Standard Shares,SSX4,SXSN
MDOJ,MANDARIN ORIENTAL INTERNATIONAL LD,ORD US$0.05(JERSEY REG),BMG578481068,SHRS,Consumer Discretionary,Travel and Leisure,03/11/2004,Bermuda,USD,"�1,524.54",MAIN MARKET,Standard Shares,SSX4,SXSN
EMG,MAN GROUP PLC,ORD USD0.0342857142,JE00BJ1DLW90,SHRS,Financials,Financial Services ,28/05/2019,Jersey,GBX,"�3,080.10",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MANO,MANOLETE PARTNERS PLC,ORD 0.4P,GB00BYWQCY12,SHRS,Financials,Financial Services ,14/12/2018,United Kingdom,GBX,�120.69,AIM,,ASQ1,AMQ1
MFX,MANX FINANCIAL GROUP PLC,ORD NPV,IM00B28ZPX83,SHRS,Financials,Financial Services ,31/01/2008,Isle of Man,GBX,�9.71,AIM,,ASX1,AIMP
MPLF,MARBLE POINT LOAN FINANCING LIMITED,ORD SHS NPV,GG00BF1Q4G54,SHRS,Financials,Financial Services ,13/02/2018,Guernsey,USD,�98.24,MAIN MARKET - SFS,,SFM1,SFML
MPLS,MARBLE POINT LOAN FINANCING LIMITED,ORD SHS NPV GBP,GG00BF1Q4G54,SHRS,Financials,Financial Services ,16/07/2019,Guernsey,GBX,,MAIN MARKET - SFS,,SFM1,SFML
MAC,MARECHALE CAPITAL PLC,ORD 0.8P,GB0005401087,SHRS,Financials,Financial Services ,03/03/2008,United Kingdom,GBX,�1.45,AIM,,ASX1,AIMP
MKS,MARKS AND SPENCER GROUP PLC,ORD 1P,GB0031274896,SHRS,Consumer Discretionary,Retail ,19/03/2002,United Kingdom,GBX,"�3,494.23",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MRL,MARLOWE PLC,ORD 50P,GB00BD8SLV43,SHRS,Industrials,Industrial Goods and Services,31/03/2016,United Kingdom,GBX,�620.87,AIM,,ASQ1,AMQ1
MMH,MARSHALL MOTOR HOLDINGS PLC,ORD 64P,GB00BVYB2Q58,SHRS,Consumer Discretionary,Retail ,02/04/2015,United Kingdom,GBX,�203.40,AIM,,ASQ1,AMQ1
MSLH,MARSHALLS PLC,ORD 25P,GB00B012BV22,SHRS,Industrials,Construction and Materials,08/07/2004,United Kingdom,GBX,"�1,603.42",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MHM,MARSH & MCLENNAN COS. INC,COM US$1,US5717481023,SHRS,Financials,Insurance,27/09/2004,United States,USD,"�29,919.95",MAIN MARKET,Standard Shares,SSX4,SXSN
92IP,MARSTON'S PLC,6% CUM PRF(PTG)STK #1,GB0009772459,SHRS,Consumer Discretionary,Travel and Leisure,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
MARS,MARSTON'S PLC,ORD 7.375P,GB00B1JQDM80,SHRS,Consumer Discretionary,Travel and Leisure,09/01/2007,United Kingdom,GBX,�541.88,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MNP,MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC,ORD 5P,GB0005372411,SHRS,Financials,Financial Services ,08/07/2005,United Kingdom,GBX,�364.13,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
MAW,MARUWA CO. LTD,JPY50,JP3879250003,SHRS,Industrials,Industrial Goods and Services,27/09/2004,Japan,JPY,�904.00,MAIN MARKET,Standard Shares,SSX4,SXSN
MAC3,MARWYN ACQUISITION COMPANY III LIMITED,ORD NPV (DI),VGG5878H1038,SHRS,Financials,Financial Services ,04/12/2020,British Virgin Islands,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
MAC2,MARWYN ACQUISITION COMPANY II LIMITED,ORD NPV (DI),VGG5877D1033,SHRS,Financials,Financial Services ,04/12/2020,British Virgin Islands,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
MACP,MARWYN ACQUISITION COMPANY PLC,ORD NPV,JE00BZBYC658,SHRS,Financials,Financial Services ,17/08/2017,Jersey,GBX,�12.58,AIM,,ASQ1,AMQ1
MVI,MARWYN VALUE INVESTORS LIMITED,ORD 0.0001P,KYG5897M1740,SHRS,Financials,Financial Services ,08/10/2015,Cayman Islands,GBX,�68.70,MAIN MARKET - SFS,,SFM2,SFQQ
MVIR,MARWYN VALUE INVESTORS LIMITED,REALISATION SHS 0.0001P,KYG5897M3076,SHRS,Financials,Financial Services ,23/10/2020,Cayman Islands,GBX,�6.63,MAIN MARKET - SFS,,SFM2,SFQQ
MAST,MAST ENERGY DEVELOPMENTS PLC,ORD GBP0.001,GB00BMBSCV12,SHRS,Utilities,Utilities,14/04/2021,United Kingdom,GBX,�24.04,MAIN MARKET,Standard Shares,SSQ3,SQS3
MTW,MATTIOLI WOODS PLC,ORD 1P,GB00B0MT3Y97,SHRS,Financials,Financial Services ,20/09/2006,United Kingdom,GBX,�374.64,AIM,,ASX1,AIMP
MIG3,MAVEN INCOME AND GROWTH VCT 3 PLC,ORD 10P,GB0031153769,SHRS,Financials,Financial Services ,28/07/2004,United Kingdom,GBX,�45.01,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MIG5,MAVEN INCOME AND GROWTH VCT 5 PLC,ORD 10P,GB0002057536,SHRS,Financials,Financial Services ,31/05/2007,United Kingdom,GBX,�62.67,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MAV4,MAVEN INCOME & GROWTH VCT 4 PLC,ORD 10P,GB00B043QW84,SHRS,Financials,Financial Services ,16/03/2006,United Kingdom,GBX,�77.36,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MIG1,MAVEN INCOME & GROWTH VCT PLC,ORD 10P,GB0004122858,SHRS,Financials,Financial Services ,06/04/2000,United Kingdom,GBX,�57.76,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MXCN,MAXCYTE INC,COM STK USD0.01 (DI/REG S),USU575801258,SHRS,Health Care ,Health Care  ,12/02/2021,United States,GBX,�3.30,AIM,,ASX1,AMSR
MXCT,MAXCYTE INC,COM STK USD0.01 (DI),US57777K1060,SHRS,Health Care ,Health Care  ,29/03/2016,United States,GBX,"�1,052.73",AIM,,ASQ1,AMQ1
MCB,MCBRIDE PLC,ORD 10P,GB0005746358,SHRS,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",08/07/2005,United Kingdom,GBX,�140.32,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MCLS,MCCOLL'S RETAIL GROUP PLC,ORD GBP0.001,GB00BJ3VW957,SHRS,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",25/02/2014,United Kingdom,GBX,�24.04,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
MCKS,MCKAY SECURITIES PLC,ORD 20P,GB0005522007,SHRS,Real Estate,Real Estate ,08/07/2005,United Kingdom,GBX,�206.06,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MCM,MC MINING LIMITED,ORD NPV,AU000000MCM9,SHRS,Energy,Energy,11/12/2017,Australia,GBX,�9.27,AIM,,ASQ1,AMQ1
SAA,M&C SAATCHI PLC,ORD 1P,GB00B01F7T14,SHRS,Consumer Discretionary,Media,09/07/2004,United Kingdom,GBX,�160.16,AIM,,AMSM,ASM6
MER,MEARS GROUP PLC,ORD 1P,GB0005630420,SHRS,Industrials,Industrial Goods and Services,22/09/2008,United Kingdom,GBX,�246.20,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MDZ,MEDIAZEST PLC,ORD 0.01P,GB00B064NT52,SHRS,Consumer Discretionary,Media,20/12/2006,United Kingdom,GBX,�1.33,AIM,,ASX1,AIMP
MGP,MEDICA GROUP PLC,ORD 0.2P,GB00BYV24996,SHRS,Health Care ,Health Care  ,21/03/2017,United Kingdom,GBX,�195.88,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MDC,MEDICLINIC INTERNATIONAL PLC,ORD 10P,GB00B8HX8Z88,SHRS,Health Care ,Health Care  ,21/06/2013,United Kingdom,GBX,"�2,291.35",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MGGT,MEGGITT PLC,ORD 5P,GB0005758098,SHRS,Industrials,Industrial Goods and Services,31/10/2003,United Kingdom,GBX,"�6,533.90",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MIK,MEIKLES LIMITED,ZWR 0.1,ZW0009012114,SHRS,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",21/03/2011,Zimbabwe,USD,,MAIN MARKET,Standard Shares,SSX4,SXSN
MRO,MELROSE INDUSTRIES PLC,ORDS 160/21P,GB00BNR5MZ78,SHRS,Industrials,Industrial Goods and Services,31/08/2021,United Kingdom,GBX,"�8,149.24",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
MENA,MENA LAND PLC,ORD GBP0.01,GB00BFZN8V50,SHRS,Financials,Financial Services ,11/04/2019,United Kingdom,GBX,�1.45,MAIN MARKET,Standard Shares,SSQ3,SQS3
MHN,MENHADEN RESOURCE EFFICIENCY PLC,ORD 1P,GB00BZ0XWD04,SHRS,Financials,Financial Services ,31/07/2015,United Kingdom,GBX,�87.60,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
68HN,MENZIES(JOHN) PLC,9% CUM PRF #1,GB0005790273,SHRS,Industrials,Industrial Goods and Services,28/06/2002,United Kingdom,GBX,�1.69,MAIN MARKET,Standard Shares,SSX4,SXSN
MNZS,MENZIES(JOHN) PLC,ORD 25P,GB0005790059,SHRS,Industrials,Industrial Goods and Services,08/07/2005,United Kingdom,GBX,�294.52,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MRC,MERCANTILE INVESTMENT TRUST (THE) PLC,ORD 2.5P,GB00BF4JDH58,SHRS,Financials,Financial Services ,25/05/2018,United Kingdom,GBX,"�2,299.37",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
MPL,MERCANTILE PORTS & LOGISTICS LIMITED,ORD NPV,GG00B53M7D91,SHRS,Industrials,Industrial Goods and Services,07/10/2010,Guernsey,GBX,�8.29,AIM,,ASQ1,AMQ1
72HN,MERCHANTS TRUST PLC,3.65% CUM PRF #1,GB0005800296,SHRS,Financials,Financial Services ,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
MRCH,MERCHANTS TRUST PLC,ORD 25P,GB0005800072,SHRS,Financials,Financial Services ,31/10/2003,United Kingdom,GBX,�671.05,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
MERC,MERCIA ASSET MANAGEMENT PLC,ORD 0.001P,GB00BSL71W47,SHRS,Financials,Financial Services ,18/12/2014,United Kingdom,GBX,�160.64,AIM,,ASQ1,AMQ1
MRIT,MERIT GROUP PLC,ORD GBP0.28,GB00BNYKJJ86,SHRS,Consumer Discretionary,Media,19/04/2021,United Kingdom,GBX,�12.16,AIM,,ASX1,AIMP
MNRG,METALNRG PLC,ORD 0.01P,GB00B15FS791,SHRS,Basic Materials,Basic Resources,23/07/2019,United Kingdom,GBX,�5.05,MAIN MARKET,Standard Shares,SSQ3,SQS3
MTL,METALS EXPLORATION PLC,ORD 1P,GB00B0394F60,SHRS,Basic Materials,Basic Resources,22/10/2004,United Kingdom,GBX,�28.48,AIM,,ASX1,AIMP
MTR,METAL TIGER PLC,ORD 0.1P,GB00BMQC0691,SHRS,Financials,Financial Services ,01/07/2020,United Kingdom,GBX,�44.68,AIM,,ASQ1,AMQ1
MTRO,METRO BANK PLC,ORD 0.0001P,GB00BZ6STL67,SHRS,Financials,Banks,07/03/2016,United Kingdom,GBX,�176.56,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MXC,MGC PHARMACEUTICALS LIMITED,ORD NPV (DI),AU000000MXC6,SHRS,Health Care ,Health Care  ,09/02/2021,Australia,GBX,�50.07,MAIN MARKET,Standard Shares,SSQ3,SQS3
MGCI,M&G CREDIT INCOME INVESTMENT TRUST PLC,ORD 1P,GB00BFYYL325,SHRS,Financials,Financial Services ,14/11/2018,United Kingdom,GBX,�141.76,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
MNG,M&G PLC,ORD �0.05,GB00BKFB1C65,SHRS,Financials,Financial Services ,21/10/2019,United Kingdom,GBX,"�5,423.41",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
MBH,MICHELMERSH BRICK HOLDINGS PLC,ORD 20P,GB00B013H060,SHRS,Industrials,Construction and Materials,23/06/2005,United Kingdom,GBX,�133.40,AIM,,ASQ1,AMQ1
MCRO,MICRO FOCUS INTERNATIONAL PLC,ORD 10P,GB00BJ1F4N75,SHRS,Technology,Technology,30/04/2019,United Kingdom,GBX,"�1,478.55",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SAAS,MICROLISE GROUP PLC,ORD GBP0.001,GB00BLR8L223,SHRS,Technology,Technology,22/07/2021,United Kingdom,GBX,�209.86,AIM,,ASQ1,AMQ1
MSYS,MICROSAIC SYSTEMS PLC,ORD 0.01P,GB00B547ZY09,SHRS,Industrials,Industrial Goods and Services,11/04/2011,United Kingdom,GBX,�13.37,AIM,,ASQ1,AMQ1
MTPH,MIDATECH PHARMA PLC,ORD 0.1P,GB00BKT14T00,SHRS,Health Care ,Health Care  ,03/03/2020,United Kingdom,GBX,�25.11,AIM,,ASQ1,AMQ1
MCT,MIDDLEFIELD CANADIAN INCOME PCC,RED PART PREF SHS NPV,GB00B15PV034,SHRS,Financials,Financial Services ,06/07/2006,Jersey,GBX,�118.20,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
MIDW,MIDWICH GROUP PLC,ORD GBP0.01,GB00BYSXWW41,SHRS,Industrials,Industrial Goods and Services,06/05/2016,United Kingdom,GBX,�488.93,AIM,,AMSM,AE50
MWY,MID-WYND INTERNATIONAL INVESTMENT TRUST PLC,ORD 5P,GB00B6VTTK07,SHRS,Financials,Financial Services ,11/10/2011,United Kingdom,GBX,�496.31,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
MILA,MILA RESOURCES PLC,ORD GBP0.01,GB00BD4FCK53,SHRS,Financials,Financial Services ,07/10/2016,United Kingdom,GBX,�0.60,MAIN MARKET,Standard Shares,SSQ3,SQS3
MCON,MINCON GROUP PLC,ORD EUR0.01 (CDI),IE00BD64C665,SHRS,Industrials,Industrial Goods and Services,26/11/2013,Ireland,GBX,�230.53,AIM,,ASQ1,AMQ1
MIND,MIND GYM PLC,ORD 0.001P,GB00BF3SQB83,SHRS,Industrials,Industrial Goods and Services,28/06/2018,United Kingdom,GBX,�190.08,AIM,,ASQ1,AMQ1
MMX,MINDS + MACHINES GROUP LIMITED,ORD NPV (DI),VGG614091012,SHRS,Technology,Technology,21/03/2014,British Virgin Islands,GBX,�73.54,AIM,,ASQ1,AMQ1
MAFL,MINERAL & FINANCIAL INVESTMENTS LIMITED,ORD 1P (DI),KYG6181G1055,SHRS,Financials,Financial Services ,17/04/2013,Cayman Islands,GBX,�3.95,AIM,,ASQ1,AMQ1
MMM,"MINING, MINERALS & METALS PLC",ORD 1P,GB00BF7L9148,SHRS,Financials,Financial Services ,06/03/2020,United Kingdom,GBX,�1.31,MAIN MARKET,Standard Shares,SSQ3,SQS3
MIN,MINOAN GROUP PLC,ORD 1P,GB0008497975,SHRS,Consumer Discretionary,Travel and Leisure,02/05/2007,United Kingdom,GBX,�5.87,AIM,,ASX1,AIMP
MIRA,MIRADA PLC,ORD 100P,GB00BK77QQ18,SHRS,Technology,Technology,11/09/2019,United Kingdom,GBX,�6.32,AIM,,ASX1,AIMP
MIRI,MIRRIAD ADVERTISING PLC,ORD GBP0.00001,GB00BF52QY14,SHRS,Technology,Technology,19/12/2017,United Kingdom,GBX,�86.55,AIM,,ASQ1,AMQ1
MAB,MITCHELLS & BUTLERS PLC,ORD 8 13/24P,GB00B1FP6H53,SHRS,Consumer Discretionary,Travel and Leisure,20/04/2007,United Kingdom,GBX,"�1,728.99",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MTO,MITIE GROUP PLC,ORD 2.5P,GB0004657408,SHRS,Industrials,Industrial Goods and Services,31/10/2003,United Kingdom,GBX,"�1,059.20",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
MIGO,MITON GLOBAL OPPORTUNITIES PLC,ORD 1P,GB0034365949,SHRS,Financials,Financial Services ,06/04/2004,United Kingdom,GBX,�98.11,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MINI,MITON UK MICROCAP TRUST PLC,ORD GBP0.001,GB00BWFGQ085,SHRS,Financials,Financial Services ,30/04/2015,United Kingdom,GBX,�100.19,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MEL,MITSUBISHI ELECTRIC CORPORATION,COM STK Y50,JP3902400005,SHRS,Industrials,Industrial Goods and Services,27/09/2004,Japan,JPY,"�12,070.76",MAIN MARKET,Standard Shares,SSX4,SXSN
GLE,MJ GLEESON PLC,ORD 2P,GB00BRKD9Z53,SHRS,Consumer Discretionary,Consumer Products and Services,19/12/2014,United Kingdom,GBX,�485.11,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MJH,MJ HUDSON GROUP PLC,ORD NPV,JE00BJTLYP93,SHRS,Financials,Financial Services ,12/12/2019,Jersey,GBX,�100.12,AIM,,ASQ1,AMQ1
MKA,MKANGO RESOURCES LTD,CMN SHS NPV (DI),CA60686A4090,SHRS,Basic Materials,Basic Resources,15/06/2016,Canada,GBX,�41.95,AIM,,ASQ1,AMQ1
MIG,MOBEUS INCOME & GROWTH 2 VCT PLC,ORD 1P,GB00B0LKLZ05,SHRS,Financials,Financial Services ,05/01/2006,United Kingdom,GBX,�66.00,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MIG4,MOBEUS INCOME & GROWTH 4 VCT PLC,ORD 1P,GB00B1FMDH51,SHRS,Financials,Financial Services ,20/10/2006,United Kingdom,GBX,�73.96,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MIX,MOBEUS INCOME & GROWTH VCT PLC,ORD 1P,GB00B01WL239,SHRS,Financials,Financial Services ,23/11/2006,United Kingdom,GBX,�93.53,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MOS,MOBILE STREAMS PLC,ORD 0.01P,GB00B0WJ3L68,SHRS,Telecommunications,Telecommunications,20/09/2006,United Kingdom,GBX,�5.30,AIM,,ASX1,AIMP
MBT,MOBILE TORNADO GROUP PLC,ORD 2P,GB00B01RQV23,SHRS,Telecommunications,Telecommunications,28/04/2006,United Kingdom,GBX,�12.34,AIM,,ASX1,AIMP
MBO,MOBILITYONE LIMITED,ORD 2.5P,JE00B1Z48326,SHRS,Industrials,Industrial Goods and Services,05/07/2007,Jersey,GBX,�23.39,AIM,,ASQ1,AMQ1
MMIT,MOBIUS INVESTMENT TRUST PLC,ORD 1P,GB00BFZ7R980,SHRS,Financials,Financial Services ,01/10/2018,United Kingdom,GBX,�147.70,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC7
MODE,MODE GLOBAL HOLDINGS PLC,ORD GBP0.01,GB00BKX8NT01,SHRS,Financials,Financial Services ,05/10/2020,United Kingdom,GBX,�40.24,MAIN MARKET,Standard Shares,SSQ3,SQS3
MAVT,MOMENTUM MULTI-ASSET VALUE TRUST PLC,ORD 25P,GB0008769993,SHRS,Financials,Financial Services ,20/12/2005,United Kingdom,GBX,�64.75,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
MNDI,MONDI PLC,ORD EUR 0.20,GB00B1CRLC47,SHRS,Industrials,Industrial Goods and Services,02/07/2007,United Kingdom,GBX,"�9,856.74",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
MONY,MONEYSUPERMARKET.COM GROUP PLC,ORD 0.02P,GB00B1ZBKY84,SHRS,Technology,Technology,26/07/2007,United Kingdom,GBX,"�1,350.74",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MNKS,MONKS INVESTMENT TRUST PLC,ORD 5P,GB0030517261,SHRS,Financials,Financial Services ,31/10/2003,United Kingdom,GBX,"�3,395.48",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
MTE,MONTANARO EUROPEAN SMALLER C. TST PLC,ORD 50P,GB0004543517,SHRS,Financials,Financial Services ,20/03/2007,United Kingdom,GBX,�372.60,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
MTU,MONTANARO UK SMALLER COMPANIES INVESTMENT TRUST PLC,ORD 2P,GB00BZ1H9L86,SHRS,Financials,Financial Services ,20/07/2018,United Kingdom,GBX,�297.52,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC7
MOON,MOONPIG GROUP PLC,ORD 10P,GB00BMT9K014,SHRS,Consumer Discretionary,Retail ,05/02/2021,United Kingdom,GBX,"�1,332.87",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
BA05,MORGAN ADVANCED MATERIALS PLC,5.5% CUM 1ST PRF #1,GB0006026446,SHRS,Industrials,Industrial Goods and Services,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
BA29,MORGAN ADVANCED MATERIALS PLC,5% CUM 2ND PRF #1,GB0006026669,SHRS,Industrials,Industrial Goods and Services,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
MGAM,MORGAN ADVANCED MATERIALS PLC,ORD 25P,GB0006027295,SHRS,Industrials,Industrial Goods and Services,31/10/2003,United Kingdom,GBX,"�1,138.63",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MGNS,MORGAN SINDALL GROUP PLC,ORD 5P,GB0008085614,SHRS,Industrials,Construction and Materials,22/09/2008,United Kingdom,GBX,"�1,196.24",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
MRW,MORRISON (WM) SUPERMARKETS PLC,ORD 10P,GB0006043169,SHRS,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",24/11/2003,United Kingdom,GBX,"�7,027.97",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MCL,MORSES CLUB PLC,ORD GBP0.01,GB00BZ6C4F71,SHRS,Financials,Financial Services ,05/05/2016,United Kingdom,GBX,�99.69,AIM,,AMSM,ASM6
MAB1,MORTGAGE ADVICE BUREAU (HOLDINGS) PLC,ORD 0.1P,GB00BQSBH502,SHRS,Financials,Financial Services ,12/11/2014,United Kingdom,GBX,�771.47,AIM,,AMSM,AS50
MSMN,MOSMAN OIL AND GAS LIMITED,ORD NPV (DI),AU0000XINET1,SHRS,Energy,Energy,20/03/2014,Australia,GBX,�5.38,AIM,,ASQ1,AMQ1
MTC,MOTHERCARE PLC,ORD 1P,GB0009067447,SHRS,Consumer Discretionary,Retail ,08/07/2005,United Kingdom,GBX,�85.28,AIM,,AMSM,ASM7
MOTR,MOTORPOINT GROUP PLC,ORD 1P,GB00BD0SFR60,SHRS,Consumer Discretionary,Retail ,13/05/2016,United Kingdom,GBX,�303.94,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MTVW,MOUNTVIEW ESTATES PLC,ORD 5P,GB0006081037,SHRS,Real Estate,Real Estate ,16/09/2002,United Kingdom,GBX,�540.01,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON15
MPAC,MPAC GROUP PLC,ORD 25P,GB0005991111,SHRS,Industrials,Industrial Goods and Services,20/12/2005,United Kingdom,GBX,�119.01,AIM,,ASQ1,AMQ1
MPE,M.P. EVANS GROUP PLC,ORD 10P,GB0007538100,SHRS,Consumer Staples ,"Food, Beverage and Tobacco ",18/06/2007,United Kingdom,GBX,�395.10,AIM,,AMSM,AS50
MSI,MS INTERNATIONAL PLC,ORD 10P,GB0005957005,SHRS,Industrials,Industrial Goods and Services,14/11/2000,United Kingdom,GBX,�37.25,AIM,,ASQ1,AMQ1
MWE,MTI WIRELESS EDGE LTD.,ORD ILS0.01,IL0010958762,SHRS,Telecommunications,Telecommunications,16/03/2006,Israel,GBX,�77.87,AIM,,ASX1,AIMP
MUL,MULBERRY GROUP PLC,ORD 5P,GB0006094303,SHRS,Consumer Discretionary,Consumer Products and Services,21/06/2006,United Kingdom,GBX,�168.22,AIM,,ASQ1,AMQ1
MUT,MURRAY INCOME TRUST PLC,ORD 25P,GB0006111123,SHRS,Financials,Financial Services ,31/10/2003,United Kingdom,GBX,"�1,101.41",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
MYI,MURRAY INTERNATIONAL TRUST PLC,ORD 25P,GB0006111909,SHRS,Financials,Financial Services ,31/10/2003,United Kingdom,GBX,"�1,460.84",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
MSD,MUSEDIA CORPORATION,US$0.01,US68389V1098,SHRS,Industrials,Industrial Goods and Services,16/09/1999,United States,GBX,�2.06,MAIN MARKET,Premium Equity Commercial Companies,SSX3,SQNC
MMAG,MUSICMAGPIE PLC,ORD 1P,GB00BKY4XG48,SHRS,Consumer Discretionary,Retail ,22/04/2021,United Kingdom,GBX,�192.37,AIM,,ASQ1,AMQ1
MUST,MUSTANG ENERGY PLC,ORD 1P,GB00BJ9MHH56,SHRS,Financials,Financial Services ,29/07/2019,United Kingdom,GBX,�3.15,MAIN MARKET,Standard Shares,SSQ3,SQS3
WINK,M WINKWORTH PLC,ORD 0.5P,GB00B4TT7L53,SHRS,Real Estate,Real Estate ,12/11/2009,United Kingdom,GBX,�24.19,AIM,,ASQ1,AMQ1
MIL,MYANMAR INVESTMENTS INTERNATIONAL LIMITED,ORD NPV,VGG636111004,SHRS,Financials,Financial Services ,27/06/2013,British Virgin Islands,USD,�11.08,AIM,,ASQ1,AMQ1
SHWE,MYANMAR STRATEGIC HOLDINGS LIMITED,ORD NPV (DI),SG9999015747,SHRS,Consumer Discretionary,Travel and Leisure,22/08/2017,Singapore,USD,�22.24,MAIN MARKET,Standard Shares,SSQ3,SQS3
MYX,MYCELX TECHNOLOGIES CORPORATION,COM SHS USD0.025 (DI),US62847T2024,SHRS,Energy,Energy,04/09/2012,United States,GBX,�8.56,AIM,,ASX1,AIMP
MHC,MYHEALTHCHECKED PLC,ORD 0.1P,GB00BYZ2R301,SHRS,Health Care ,Health Care  ,26/07/2016,United Kingdom,GBX,�29.49,AIM,,ASQ1,AMQ1
MYSL,MYSALE GROUP PLC,ORD NPV,JE00BMH4MR96,SHRS,Consumer Discretionary,Retail ,16/06/2014,Jersey,GBX,�61.39,AIM,,AMSM,ASM6
N4P,N4 PHARMA PLC,ORD 0.4P,GB00BYW8QM32,SHRS,Health Care ,Health Care  ,03/05/2017,United Kingdom,GBX,�15.39,AIM,,ASQ1,AMQ1
NAH,NAHL GROUP PLC,ORD GBP0.0025,GB00BM7S2W63,SHRS,Consumer Discretionary,Media,29/05/2014,United Kingdom,GBX,�27.28,AIM,,AMSM,ASM7
